"fid","X","Y","pud","area","peri_area","prox","cult_sites","facility","road_prox","line_sight"
531,301542.9846,1356169.26,1,NA,NA,NA,0,0,22242.42578125,1.80445146560669
532,309542.9846,1356169.26,1,NA,NA,NA,0,0,26258.201171875,10.6303262710571
533,313542.9846,1356169.26,1,NA,NA,NA,0,0,25093.771484375,8.92921352386475
534,326542.9846,1356169.26,1,NA,NA,NA,0,0,19134.048828125,0
535,350542.9846,1356169.26,3,NA,NA,NA,0.996241271495819,0.992015421390533,26040.546875,18.0210800170898
536,299542.9846,1357169.26,2,89.4599990844727,0.00965794734656811,1,0,0,23674.4296875,18.953519821167
537,308542.9846,1357169.26,3,NA,NA,NA,0,0,26192.572265625,8.34814548492432
538,349542.9846,1357169.26,1,NA,NA,NA,2.87394159386167e-05,2.87394159386167e-05,26372.078125,40.5965576171875
539,330542.9846,1358169.26,2,NA,NA,NA,0,0,19650.02734375,0
540,348542.9846,1358169.26,2,NA,NA,NA,0,0,25997.5234375,65.2935562133789
541,352542.9846,1358169.26,2,NA,NA,NA,0,0,23224.95703125,0
542,330542.9846,1359169.26,1,8.01000022888184,0.0224719103425741,0,0,0,20559.08203125,0.305227994918823
543,348542.9846,1359169.26,2,NA,NA,NA,0,0,26343.33203125,26.4585132598877
544,299542.9846,1360169.26,1,NA,NA,NA,0,0,26249.74609375,9.7463207244873
545,329542.9846,1360169.26,1,NA,NA,NA,0,0,21868.34375,6.98472595214844
546,348542.9846,1360169.26,2,NA,NA,NA,0,0,26222.6796875,32.9072265625
547,348542.9846,1361169.26,4,NA,NA,NA,0,0,26057.853515625,49.5671806335449
548,306542.9846,1362169.26,1,NA,NA,NA,5.11842044943478e-05,0,26256.607421875,36.9997062683105
549,347542.9846,1362169.26,3,NA,NA,NA,0,0,26296.89453125,56.6942901611328
550,348542.9846,1362169.26,4,NA,NA,NA,0,0,25877.091796875,29.2524967193604
551,343542.9846,1363169.26,7,NA,NA,NA,0,0,23929.81640625,0
552,347542.9846,1363169.26,12,NA,NA,NA,0,0,26089.818359375,56.5140647888184
553,306542.9846,1364169.26,1,NA,NA,NA,0.000137939656269737,0.982313454151154,25969.5078125,31.4122200012207
554,340542.9846,1364169.26,1,NA,NA,NA,0,0,22217.8125,10.1023740768433
555,345542.9846,1364169.26,2,NA,NA,NA,0,0,26244.337890625,51.7702751159668
556,346542.9846,1364169.26,2,NA,NA,NA,0,0,25820.40234375,34.5295372009277
557,307542.9846,1365169.26,2,NA,NA,NA,1.98746657371521,0,26371.5,8.89681720733643
558,308542.9846,1365169.26,3,NA,NA,NA,0.0159011669456959,0,25834.326171875,14.5059061050415
559,337542.9846,1365169.26,41,NA,NA,NA,0,0,24073.49609375,0
560,338542.9846,1365169.26,8,NA,NA,NA,0,0,23597.9453125,2.636305809021
561,339542.9846,1365169.26,1,NA,NA,NA,0,0,23189.359375,25.3862724304199
562,344542.9846,1365169.26,1,NA,NA,NA,0.00422586873173714,0,25966.076171875,55.0977821350098
563,345542.9846,1365169.26,2,NA,NA,NA,0,0,26219.38671875,43.2300453186035
564,308542.9846,1366169.26,1,NA,NA,NA,0.000227718817768618,0,26305.54296875,11.6519393920898
565,313542.9846,1366169.26,2,NA,NA,NA,0,0,24290.990234375,10.8777694702148
566,320542.9846,1366169.26,1,NA,NA,NA,0,0,26363.455078125,9.64310932159424
567,338542.9846,1366169.26,2,NA,NA,NA,0.977869391441345,0,24505.681640625,112.658302307129
568,340542.9846,1366169.26,1,NA,NA,NA,0,0,24195.439453125,30.8553791046143
569,344542.9846,1366169.26,11,NA,NA,NA,0,0,26226.923828125,8.96592617034912
570,345542.9846,1366169.26,1,NA,NA,NA,0,0,25506.6953125,0.61451655626297
571,306542.9846,1367169.26,9,NA,NA,NA,0,0,24188.369140625,0
572,311542.9846,1367169.26,1,NA,NA,NA,0,0,25686.89453125,9.29046154022217
573,332542.9846,1367169.26,2,NA,NA,NA,0,0,NA,5.4253101348877
574,343542.9846,1367169.26,1,NA,NA,NA,1.15686534627457e-05,0,26249.91796875,11.4930686950684
575,344542.9846,1367169.26,2,NA,NA,NA,0.00569428550079465,0,25730.482421875,19.9527263641357
576,348542.9846,1367169.26,2,3.42000007629395,0.0385964922606945,2,0,0,22556.26171875,31.7495269775391
577,342542.9846,1368169.26,1,NA,NA,NA,0,0,26102.439453125,123.897125244141
578,343542.9846,1368169.26,2,NA,NA,NA,0.00200681807473302,0,26093.138671875,7.05806922912598
579,308542.9846,1369169.26,2,NA,NA,NA,0,0.977869391441345,24003.0703125,0
580,342542.9846,1369169.26,17,NA,NA,NA,0.985740125179291,0,26168.697265625,52.0286979675293
581,343542.9846,1369169.26,3,NA,NA,NA,0.983782172203064,0,25781.82421875,88.7097320556641
582,332542.9846,1370169.26,1,NA,NA,NA,0,0,NA,17.2979850769043
583,342542.9846,1370169.26,5,NA,NA,NA,0,0,26174.1015625,57.9017562866211
584,343542.9846,1370169.26,7,NA,NA,NA,0,0,26028.783203125,31.2265949249268
585,314542.9846,1371169.26,1,NA,NA,NA,0,0,26082.85546875,63.4810638427734
586,339542.9846,1371169.26,1,NA,NA,NA,0,0,25465.572265625,85.0295867919922
587,340542.9846,1371169.26,5,NA,NA,NA,0,0,25845.791015625,87.465576171875
588,341542.9846,1371169.26,10,NA,NA,NA,0,0,26123.69921875,18.1109046936035
589,292542.9846,1372169.26,1,NA,NA,NA,0,0,21653.341796875,7.37275409698486
590,310542.9846,1372169.26,1,NA,NA,NA,2.87394159386167e-05,0,22734.41796875,3.44193315505981
591,336542.9846,1372169.26,1,NA,NA,NA,0,0,23859.021484375,52.7057037353516
592,339542.9846,1372169.26,2,NA,NA,NA,1.94779205322266,0,26387.484375,79.2404937744141
593,340542.9846,1372169.26,2,NA,NA,NA,0,0,26385.59375,61.0717239379883
594,335542.9846,1373169.26,1,NA,NA,NA,0,0,23318.587890625,0
595,337542.9846,1373169.26,1,NA,NA,NA,0,0,25164.08203125,12.8879899978638
596,338542.9846,1373169.26,3,NA,NA,NA,0,0,26065.525390625,37.8375511169434
597,339542.9846,1373169.26,3,NA,NA,NA,0,0,25934.951171875,57.4889717102051
598,317542.9846,1374169.26,1,NA,NA,NA,0.987789511680603,0,26214.671875,21.6884899139404
599,318542.9846,1374169.26,3,NA,NA,NA,0,0.983775913715363,26237.615234375,81.5097808837891
600,319542.9846,1374169.26,10,NA,NA,NA,0,0,26129.7734375,26.0262451171875
601,341542.9846,1374169.26,2,NA,NA,NA,0,0,24196.345703125,59.1903991699219
602,344542.9846,1374169.26,1,NA,NA,NA,0,0,22276.357421875,51.4630813598633
603,329542.9846,1375169.26,1,NA,NA,NA,0,0,20385.109375,0
604,339542.9846,1375169.26,1,NA,NA,NA,0,0,25282.708984375,31.8141479492188
605,331542.9846,1376169.26,1,NA,NA,NA,0,0,21740.517578125,25.9475078582764
606,337542.9846,1376169.26,2,NA,NA,NA,0,0,26385.47265625,29.1282138824463
607,320542.9846,1377169.26,1,NA,NA,NA,0,0,26020.96875,16.2546844482422
608,331542.9846,1377169.26,1,NA,NA,NA,0,0,22712.75,0
609,335542.9846,1378169.26,1,NA,NA,NA,0,0,26020.830078125,33.7115516662598
610,335542.9846,1379169.26,2,NA,NA,NA,4.58325230283663e-05,0,26236.373046875,105.967178344727
611,336542.9846,1379169.26,1,NA,NA,NA,0,0,25511.8671875,18.3265514373779
612,330542.9846,1380169.26,1,NA,NA,NA,0,0,25494.220703125,29.4862785339355
613,333542.9846,1380169.26,1,NA,NA,NA,0.011964219622314,0,25980.1484375,36.2715072631836
614,334542.9846,1380169.26,6,NA,NA,NA,0.993733286857605,0,26346.5234375,50.9521827697754
615,322542.9846,1381169.26,1,NA,NA,NA,0,0,24469.287109375,24.4587650299072
616,326542.9846,1381169.26,1,NA,NA,NA,0,0,26206.404296875,19.0663032531738
617,330542.9846,1381169.26,1,NA,NA,NA,0,0.973896026611328,26260.828125,50.687572479248
618,331542.9846,1381169.26,2,NA,NA,NA,0,0,26184.751953125,5.04439210891724
619,332542.9846,1381169.26,4,NA,NA,NA,0,0,26286.9921875,66.9957809448242
620,327542.9846,1383169.26,1,NA,NA,NA,0,0,26004.134765625,38.9188385009766
621,329542.9846,1384169.26,31,NA,NA,NA,0,6.84508562088013,25976.1640625,36.0472259521484
622,330542.9846,1384169.26,4,NA,NA,NA,0,0,26101.146484375,19.6514720916748
623,318542.9846,1385169.26,1,NA,NA,NA,0,0,26088.52734375,51.2763366699219
624,329542.9846,1385169.26,1,NA,NA,NA,0,0,25773.578125,75.0679702758789
625,323542.9846,1386169.26,1,NA,NA,NA,0,0,25740.521484375,44.5656318664551
626,324542.9846,1386169.26,2,NA,NA,NA,0,0,26029.4375,41.7616653442383
627,329542.9846,1386169.26,5,NA,NA,NA,0,0,25739.06640625,9.13232612609863
628,338542.9846,1386169.26,1,NA,NA,NA,0,0,NA,7
629,328542.9846,1387169.26,1,NA,NA,NA,0.0019866640213877,0.00397332804277539,25889.0859375,187.627868652344
630,328542.9846,1388169.26,3,NA,NA,NA,0.00774395279586315,1.9865391254425,26291.638671875,41.3463897705078
631,329542.9846,1388169.26,7,NA,NA,NA,0.992061257362366,1.01358723640442,26195.341796875,86.5808944702148
632,330542.9846,1388169.26,8,NA,NA,NA,6.89698281348683e-05,0,25414.3671875,102.537178039551
633,332542.9846,1388169.26,1,NA,NA,NA,0.00574011774733663,0,23921.796875,32.0529556274414
634,333542.9846,1388169.26,1,NA,NA,NA,0.00567114818841219,0,22984.8515625,19.2297229766846
635,336542.9846,1388169.26,1,NA,NA,NA,0,0,NA,40.8969268798828
636,329542.9846,1389169.26,35,NA,NA,NA,0.999965965747833,1.97987294197083,26374.103515625,70.5882797241211
637,331542.9846,1389169.26,1,NA,NA,NA,0.995740115642548,0,24678.796875,98.7473068237305
638,325542.9846,1390169.26,1,NA,NA,NA,0,0,23354.0234375,0
639,329542.9846,1390169.26,17,NA,NA,NA,0.0142598822712898,0.0282920449972153,26282.466796875,62.9924240112305
640,330542.9846,1390169.26,1,NA,NA,NA,0.000171338237123564,0.01184406504035,25763.634765625,97.6359329223633
641,331542.9846,1390169.26,1,NA,NA,NA,0.0142598822712898,0.983753442764282,24789.140625,128.091232299805
642,333542.9846,1390169.26,1,NA,NA,NA,0.987984597682953,0,23089.921875,0
643,334542.9846,1390169.26,1,NA,NA,NA,0,0,22309.9296875,61.8337593078613
644,326542.9846,1391169.26,1,NA,NA,NA,0,0,23159.78515625,36.2065696716309
645,327542.9846,1391169.26,4,NA,NA,NA,6.89698281348683e-05,0,24157.388671875,32.7609748840332
646,328542.9846,1391169.26,5,NA,NA,NA,0.00774395279586315,0.00400766963139176,25104.005859375,145.313385009766
647,329542.9846,1391169.26,9,0.810000002384186,0.059259258210659,0,0.992061257362366,1.97264218330383,25977.751953125,8.99761390686035
648,330542.9846,1391169.26,45,NA,NA,NA,1.02895987033844,0.102287575602531,25893.638671875,122.375053405762
649,331542.9846,1391169.26,1,NA,NA,NA,1.99224448204041,0.0172087848186493,25068.53515625,202.371215820312
650,332542.9846,1391169.26,1,NA,NA,NA,1.00224447250366,0.0115260677412152,24535.60546875,14.9256172180176
651,333542.9846,1391169.26,1,NA,NA,NA,0.982313454151154,0,23727.31640625,19.4120006561279
652,334542.9846,1391169.26,3,NA,NA,NA,0,0,22912.24609375,43.5063323974609
653,329542.9846,1392169.26,9,NA,NA,NA,0.999965965747833,0.00845173746347427,25855.814453125,28.8731880187988
654,330542.9846,1392169.26,103,NA,NA,NA,3.95137882232666,17.7438583374023,25918.97265625,91.1180648803711
655,331542.9846,1392169.26,29,NA,NA,NA,1.00224447250366,2.9852135181427,25942.01953125,54.9489440917969
656,332542.9846,1392169.26,5,NA,NA,NA,0.0122444787994027,1.9994307756424,25140.759765625,38.7271537780762
657,333542.9846,1392169.26,5,NA,NA,NA,0.00420869793742895,0,24294.873046875,7.15829086303711
658,335542.9846,1392169.26,1,NA,NA,NA,0,0,22726.462890625,15.9201765060425
659,328542.9846,1393169.26,4,NA,NA,NA,0.0142598822712898,0.0019866640213877,24449.171875,62.5118370056152
660,329542.9846,1393169.26,21,NA,NA,NA,0.0142598822712898,0.977869391441345,24951.640625,0
661,330542.9846,1393169.26,5,NA,NA,NA,1.03042161464691,2.46246933937073,25580.751953125,144.198760986328
662,331542.9846,1393169.26,43,NA,NA,NA,0.0182044710963964,21.6853275299072,26318.328125,103.87589263916
663,332542.9846,1393169.26,25,NA,NA,NA,1.95585262775421,0.20178984105587,25700.005859375,9.4465160369873
664,333542.9846,1393169.26,223,NA,NA,NA,1.95963621139526,2.93353223800659,24764.283203125,35.149486541748
665,334542.9846,1393169.26,8,NA,NA,NA,0.983753442764282,0.983753442764282,24058.216796875,0
666,319542.9846,1394169.26,1,NA,NA,NA,0,0,NA,0
667,327542.9846,1394169.26,11,NA,NA,NA,6.89698281348683e-05,0,23021.97265625,1.39155507087708
668,329542.9846,1394169.26,2,NA,NA,NA,4.58325230283663e-05,0,24153.611328125,13.8486022949219
669,331542.9846,1394169.26,10,NA,NA,NA,2.98463940620422,2.99630999565125,25845.763671875,71.2382659912109
670,332542.9846,1394169.26,564,NA,NA,NA,1.07851469516754,4.00335836410522,26057.8203125,60.9943313598633
671,333542.9846,1394169.26,2066,NA,NA,NA,36.4259414672852,62.2732315063477,25259.275390625,123.394508361816
672,334542.9846,1394169.26,26,NA,NA,NA,1.02089881896973,1.09536993503571,24997.3671875,0
673,335542.9846,1394169.26,3,NA,NA,NA,0.00816792622208595,0.00876374915242195,24279.57421875,0
674,326542.9846,1395169.26,23,NA,NA,NA,0,0,21590.712890625,0
675,328542.9846,1395169.26,16,NA,NA,NA,0.993733286857605,0,22855.275390625,0
676,329542.9846,1395169.26,10,NA,NA,NA,0.00795058347284794,0,23843.150390625,29.4115734100342
677,330542.9846,1395169.26,10,NA,NA,NA,0.995893657207489,0.0240819919854403,24861.60546875,122.29125213623
678,331542.9846,1395169.26,26,NA,NA,NA,1.03057754039764,2.01229572296143,25850.75390625,108.059440612793
679,332542.9846,1395169.26,859,NA,NA,NA,11.8657531738281,5.95964384078979,26360.921875,105.565711975098
680,333542.9846,1395169.26,1215,NA,NA,NA,12.0209045410156,65.4097671508789,26222.86328125,94.8466262817383
681,334542.9846,1395169.26,551,NA,NA,NA,4.97291803359985,17.891450881958,25657.78125,10.4552688598633
682,335542.9846,1395169.26,1,NA,NA,NA,0.0397869274020195,0.143144503235817,24686.86328125,41.6001243591309
683,337542.9846,1395169.26,5,NA,NA,NA,0,0,22665.66015625,0
684,328542.9846,1396169.26,26,NA,NA,NA,0.0142311425879598,0,22628.21484375,0
685,330542.9846,1396169.26,29,NA,NA,NA,0.0497920773923397,0.000342676474247128,24487.716796875,45.0061378479004
686,331542.9846,1396169.26,103,NA,NA,NA,2.96782302856445,0.0286347214132547,25164.748046875,102.602638244629
687,332542.9846,1396169.26,76,NA,NA,NA,1.17134773731232,0.0851038545370102,26059.267578125,46.2485656738281
688,333542.9846,1396169.26,142,36.3600006103516,0.0138613861054182,5,2.12955546379089,2.90440821647644,26136.29296875,160.359329223633
689,334542.9846,1396169.26,2,NA,NA,NA,1.05490911006927,2.22366738319397,25908.474609375,163.938247680664
690,336542.9846,1396169.26,1,NA,NA,NA,0,0,23866.458984375,0.286784887313843
691,329542.9846,1397169.26,6,NA,NA,NA,0,0,23050.650390625,78.044303894043
692,330542.9846,1397169.26,17,NA,NA,NA,0.011946433223784,0,23782.771484375,101.022033691406
693,331542.9846,1397169.26,5,NA,NA,NA,0.992256045341492,0,24644.25,15.7407550811768
694,332542.9846,1397169.26,1,NA,NA,NA,0.00793876405805349,0,25192.96875,96.7663116455078
695,333542.9846,1397169.26,20,NA,NA,NA,0.982451379299164,0.982313454151154,26065.875,202.951995849609
696,334542.9846,1397169.26,17,NA,NA,NA,0.0114570986479521,0,26002.4453125,137.556762695312
697,335542.9846,1397169.26,1,12.2399997711182,0.0215686280280352,0,9.16650460567325e-05,0,25192.068359375,220.368606567383
698,326542.9846,1398169.26,1,NA,NA,NA,0,0,NA,0
699,327542.9846,1398169.26,1,NA,NA,NA,0,0,20824.20703125,0
700,328542.9846,1398169.26,3,NA,NA,NA,0,0,21628.001953125,0
701,329542.9846,1398169.26,7,NA,NA,NA,0,0,22357.830078125,50.5792922973633
702,330542.9846,1398169.26,1,NA,NA,NA,5.11842044943478e-05,0,23228.732421875,38.7994003295898
703,331542.9846,1398169.26,20,NA,NA,NA,0.00425129663199186,0,23839.830078125,0
704,332542.9846,1398169.26,101,NA,NA,NA,3.40134392899927e-05,0,24797.90625,129.685882568359
705,334542.9846,1398169.26,190,NA,NA,NA,1.98746657371521,0,26368.578125,184.760116577148
706,335542.9846,1398169.26,1,NA,NA,NA,0.0159011669456959,0,25989.75390625,139.680694580078
707,336542.9846,1398169.26,1,NA,NA,NA,0,0,25102.599609375,56.9345245361328
708,329542.9846,1399169.26,1,NA,NA,NA,0.00787073746323586,0,21799.76953125,7
709,332542.9846,1399169.26,1,NA,NA,NA,0,0,24339.720703125,59.8788871765137
710,335542.9846,1399169.26,3,NA,NA,NA,0.000227718817768618,0,26419.265625,149.154983520508
711,336542.9846,1399169.26,2,NA,NA,NA,0,0,25562.859375,111.775970458984
712,328542.9846,1400169.26,3,NA,NA,NA,0,0,20377.662109375,0
713,335542.9846,1400169.26,18,NA,NA,NA,0,0,26060.548828125,106.259422302246
714,336542.9846,1401169.26,4,NA,NA,NA,0,0,25858.759765625,36.2858428955078
715,337542.9846,1401169.26,2,NA,NA,NA,0,0,26346.998046875,90.1859741210938
716,335542.9846,1402169.26,1,NA,NA,NA,0,0,25034.103515625,2.66007494926453
717,336542.9846,1402169.26,1,NA,NA,NA,0,0,25973.912109375,83.2156600952148
718,337542.9846,1402169.26,3,NA,NA,NA,0,0,26360.998046875,64.0637588500977
719,338542.9846,1402169.26,1,NA,NA,NA,0,0,25633.3046875,0
720,336542.9846,1403169.26,1,NA,NA,NA,0,0,26231.705078125,82.5672912597656
721,337542.9846,1403169.26,1,NA,NA,NA,0,0,25675.61328125,206.479598999023
722,341542.9846,1403169.26,1,NA,NA,NA,0,0,22398.099609375,33.1256980895996
723,337542.9846,1404169.26,1,NA,NA,NA,0,0,25710.654296875,37.5812072753906
724,338542.9846,1404169.26,2,NA,NA,NA,0,0,24720.435546875,0.839766561985016
725,339542.9846,1408169.26,1,NA,NA,NA,0,0,25928.169921875,49.5540809631348
726,341542.9846,1409169.26,2,NA,NA,NA,0,0,25352.033203125,41.009220123291
