fid,transect_id,veg_type,transect_name,size_group,X,Y,distance_m,temp_oc,cooling_inten_oC,fvc,imper_surf,area,peri_area,prox
1,1,Forest,Church_RuralVillage,Large-sized,332184.9379,1291708.518,0,26.4,6.2,0.739,0,7.5,0.013429333,0
2,1,Forest,Church_RuralVillage,Large-sized,332189.7733,1291707.246,5,26.4,6.2,0.739,0,7.5,0.013429333,0
3,1,Forest,Church_RuralVillage,Large-sized,332194.6086,1291705.973,10,26.4,6.2,0.73,0,7.5,0.013429333,0
4,1,Forest,Church_RuralVillage,Large-sized,332199.444,1291704.701,15,26.4,6.2,0.722,0,7.5,0.013429333,0
5,1,Forest,Church_RuralVillage,Large-sized,332204.2793,1291703.428,20,26.5,6.1,0.7,0,7.5,0.013429333,0
6,1,Forest,Church_RuralVillage,Large-sized,332209.1147,1291702.156,25,26.5,6.1,0.686,0,7.5,0.013429333,0
7,1,Forest,Church_RuralVillage,Large-sized,332213.95,1291700.883,30,26.5,6.1,0.65,0,7.5,0.013429333,0
8,1,Forest,Church_RuralVillage,Large-sized,332218.7854,1291699.611,35,26.5,6.1,0.634,0,7.5,0.013429333,0
9,1,Forest,Church_RuralVillage,Large-sized,332223.6208,1291698.338,40,26.5,6.1,0.604,0,7.5,0.013429333,0
10,1,Forest,Church_RuralVillage,Large-sized,332228.4561,1291697.065,45,26.5,6.1,0.594,0,7.5,0.013429333,0
11,1,Forest,Church_RuralVillage,Large-sized,332233.2915,1291695.793,50,26.6,6,0.569,0,7.5,0.013429333,0
12,1,Forest,Church_RuralVillage,Large-sized,332238.1268,1291694.52,55,26.6,6,0.56,0,7.5,0.013429333,0
13,1,Forest,Church_RuralVillage,Large-sized,332242.9622,1291693.248,60,26.6,6,0.531,0,7.5,0.013429333,0
14,1,Forest,Church_RuralVillage,Large-sized,332247.7975,1291691.975,65,26.6,6,0.524,0,7.5,0.013429333,0
15,1,Forest,Church_RuralVillage,Large-sized,332252.6329,1291690.703,70,26.6,6,0.528,0,7.5,0.013429333,2.6329
16,1,Forest,Church_RuralVillage,Large-sized,332257.4682,1291689.43,75,26.7,5.9,0.522,0,7.5,0.013429333,7.4682
17,1,Forest,Church_RuralVillage,Large-sized,332262.3036,1291688.158,80,26.8,5.8,0.523,0,7.5,0.013429333,12.3036
18,1,Forest,Church_RuralVillage,Large-sized,332267.139,1291686.885,85,26.8,5.8,0.522,0,7.5,0.013429333,17.139
19,1,Forest,Church_RuralVillage,Large-sized,332271.9743,1291685.613,90,26.8,5.8,0.521,0,7.5,0.013429333,21.9743
20,1,Forest,Church_RuralVillage,Large-sized,332276.8097,1291684.34,95,26.8,5.8,0.52,0,7.5,0.013429333,26.8097
21,1,Forest,Church_RuralVillage,Large-sized,332281.645,1291683.068,100,26.8,5.8,0.522,0,7.5,0.013429333,31.645
22,1,Forest,Church_RuralVillage,Large-sized,332286.4804,1291681.795,105,26.9,5.7,0.522,0,7.5,0.013429333,36.4804
23,1,Forest,Church_RuralVillage,Large-sized,332291.3157,1291680.523,110,26.9,5.7,0.003,0.003,7.5,0.013429333,41.3157
24,1,Forest,Church_RuralVillage,Large-sized,332296.1511,1291679.25,115,27,5.6,0.051,0.006,7.5,0.013429333,46.1511
25,1,Forest,Church_RuralVillage,Large-sized,332300.9865,1291677.978,120,27.2,5.4,0.051,0.035,7.5,0.013429333,50.9865
26,1,Forest,Church_RuralVillage,Large-sized,332305.7372,1291676.438,125,27.4,5.2,0.009,0.045,7.5,0.013429333,55.7372
27,1,Forest,Church_RuralVillage,Large-sized,332310.4248,1291674.698,130,27.5,5.1,0,0.31,7.5,0.013429333,60.4248
28,1,Forest,Church_RuralVillage,Large-sized,332315.1124,1291672.958,135,27.8,4.8,0,0.346,7.5,0.013429333,65.1124
29,1,Forest,Church_RuralVillage,Large-sized,332319.8,1291671.218,140,27.8,4.8,0,0.351,7.5,0.013429333,69.8
30,1,Forest,Church_RuralVillage,Large-sized,332324.4875,1291669.479,145,27.8,4.8,0,0.351,7.5,0.013429333,74.4875
31,1,Forest,Church_RuralVillage,Large-sized,332329.1751,1291667.739,150,27.9,4.7,0,0.301,7.5,0.013429333,79.1751
32,1,Forest,Church_RuralVillage,Large-sized,332333.8627,1291665.999,155,28,4.6,0,0.286,7.5,0.013429333,83.8627
33,1,Forest,Church_RuralVillage,Large-sized,332338.5503,1291664.26,160,28,4.6,0,0.273,7.5,0.013429333,88.5503
34,1,Forest,Church_RuralVillage,Large-sized,332343.2379,1291662.52,165,28.1,4.5,0,0.314,7.5,0.013429333,93.2379
35,1,Forest,Church_RuralVillage,Large-sized,332347.9255,1291660.78,170,28.2,4.4,0,0.342,7.5,0.013429333,97.9255
36,1,Forest,Church_RuralVillage,Large-sized,332352.6131,1291659.041,175,28.2,4.4,0,0.343,7.5,0.013429333,102.6131
37,1,Forest,Church_RuralVillage,Large-sized,332357.3006,1291657.301,180,28.4,4.2,0,0.331,7.5,0.013429333,107.3006
38,1,Forest,Church_RuralVillage,Large-sized,332361.9882,1291655.561,185,28.5,4.1,0,0.315,7.5,0.013429333,111.9882
39,1,Forest,Church_RuralVillage,Large-sized,332366.6758,1291653.822,190,28.7,3.9,0,0.312,7.5,0.013429333,116.6758
40,1,Forest,Church_RuralVillage,Large-sized,332371.3634,1291652.082,195,28.8,3.8,0,0.314,7.5,0.013429333,121.3634
41,1,Forest,Church_RuralVillage,Large-sized,332376.051,1291650.342,200,28.9,3.7,0,0.314,7.5,0.013429333,126.051
42,1,Forest,Church_RuralVillage,Large-sized,332380.7386,1291648.602,205,29.1,3.5,0,0.316,7.5,0.013429333,130.7460743
43,1,Forest,Church_RuralVillage,Large-sized,332385.4262,1291646.863,210,29.2,3.4,0,0.315,7.5,0.013429333,135.4625277
44,1,Forest,Church_RuralVillage,Large-sized,332390.1137,1291645.123,215,29.3,3.3,0,0.311,7.5,0.013429333,140.1985523
45,1,Forest,Church_RuralVillage,Large-sized,332394.8013,1291643.383,220,29.4,3.2,0,0.297,7.5,0.013429333,144.95241
46,1,Forest,Church_RuralVillage,Large-sized,332399.4889,1291641.644,225,29.4,3.2,0,0.277,7.5,0.013429333,149.7222561
47,1,Forest,Church_RuralVillage,Large-sized,332404.1765,1291639.904,230,29.4,3.2,0,0.281,7.5,0.013429333,154.5067065
48,1,Forest,Church_RuralVillage,Large-sized,332408.8641,1291638.164,235,29.5,3.1,0,0.301,7.5,0.013429333,159.3044041
49,1,Forest,Church_RuralVillage,Large-sized,332413.5517,1291636.425,240,29.6,3,0,0.309,7.5,0.013429333,164.1141042
50,1,Forest,Church_RuralVillage,Large-sized,332418.2393,1291634.685,245,29.6,3,0,0.301,7.5,0.013429333,168.9349321
51,1,Forest,Church_RuralVillage,Large-sized,332422.9268,1291632.945,250,29.6,3,0,0.322,7.5,0.013429333,173.7657941
52,1,Forest,Church_RuralVillage,Large-sized,332427.6144,1291631.205,255,29.6,3,0,0.475,7.5,0.013429333,178.6060668
53,1,Forest,Church_RuralVillage,Large-sized,332432.302,1291629.466,260,29.7,2.9,0,0.427,7.5,0.013429333,183.454802
54,1,Forest,Church_RuralVillage,Large-sized,332436.9896,1291627.726,265,29.7,2.9,0,0.315,7.5,0.013429333,188.3115546
55,1,Forest,Church_RuralVillage,Large-sized,332441.6772,1291625.986,270,29.8,2.8,0,0.383,7.5,0.013429333,193.1756227
56,1,Forest,Church_RuralVillage,Large-sized,332446.3648,1291624.247,275,29.9,2.7,0,0.303,7.5,0.013429333,198.0463372
57,1,Forest,Church_RuralVillage,Large-sized,332451.0524,1291622.507,280,29.9,2.7,0,0.283,7.5,0.013429333,202.9234649
58,1,Forest,Church_RuralVillage,Large-sized,332455.74,1291620.767,285,29.9,2.7,0,0.333,7.5,0.013429333,207.8064385
59,1,Forest,Church_RuralVillage,Large-sized,332460.4275,1291619.028,290,29.9,2.7,0,0.391,7.5,0.013429333,212.694611
60,1,Forest,Church_RuralVillage,Large-sized,332465.1546,1291617.398,295,29.9,2.7,0,0.449,7.5,0.013429333,217.6106438
61,1,Forest,Church_RuralVillage,Large-sized,332469.8836,1291615.775,300,30,2.6,0,0.391,7.5,0.013429333,222.5312297
62,1,Forest,Church_RuralVillage,Large-sized,332474.6127,1291614.151,305,30.1,2.5,0,0.401,7.5,0.013429333,227.4555249
63,1,Forest,Church_RuralVillage,Large-sized,332479.3418,1291612.528,310,30.1,2.5,0,0.411,7.5,0.013429333,232.3828996
64,1,Forest,Church_RuralVillage,Large-sized,332484.0708,1291610.904,315,30.1,2.5,0,0.421,7.5,0.013429333,237.3133722
65,1,Forest,Church_RuralVillage,Large-sized,332488.7999,1291609.281,320,30.1,2.5,0,0.431,7.5,0.013429333,242.2466289
66,1,Forest,Church_RuralVillage,Large-sized,332493.529,1291607.657,325,30.1,2.5,0,0.441,7.5,0.013429333,247.182733
67,1,Forest,Church_RuralVillage,Large-sized,332498.258,1291606.033,330,30.2,2.4,0,0.451,7.5,0.013429333,252.1212638
68,1,Forest,Church_RuralVillage,Large-sized,332502.9871,1291604.41,335,30.3,2.3,0,0.461,7.5,0.013429333,257.0620954
69,1,Forest,Church_RuralVillage,Large-sized,332507.7162,1291602.786,340,30.4,2.2,0,0.471,7.5,0.013429333,262.0053464
70,1,Forest,Church_RuralVillage,Large-sized,332512.4452,1291601.163,345,30.4,2.2,0,0.481,7.5,0.013429333,266.9504365
71,1,Forest,Church_RuralVillage,Large-sized,332517.1743,1291599.539,350,30.4,2.2,0,0.491,7.5,0.013429333,271.89781
72,1,Forest,Church_RuralVillage,Large-sized,332521.9033,1291597.916,355,30.4,2.2,0,0.381,7.5,0.013429333,276.8467945
73,1,Forest,Church_RuralVillage,Large-sized,332526.6324,1291596.292,360,30.4,2.2,0,0.471,7.5,0.013429333,281.7978602
74,1,Forest,Church_RuralVillage,Large-sized,332531.3615,1291594.669,365,30.5,2.1,0,0.461,7.5,0.013429333,286.7504372
75,1,Forest,Church_RuralVillage,Large-sized,332536.0905,1291593.045,370,30.6,2,0,0.351,7.5,0.013429333,291.7047244
76,1,Forest,Church_RuralVillage,Large-sized,332540.8196,1291591.421,375,30.6,2,0,0.341,7.5,0.013429333,296.6606462
77,1,Forest,Church_RuralVillage,Large-sized,332545.5487,1291589.798,380,30.6,2,0,0.431,7.5,0.013429333,301.6178292
78,1,Forest,Church_RuralVillage,Large-sized,332550.2777,1291588.174,385,30.6,2,0,0.421,7.5,0.013429333,306.5765017
79,1,Forest,Church_RuralVillage,Large-sized,332555.0068,1291586.551,390,30.6,2,0,0.411,7.5,0.013429333,311.5363922
80,1,Forest,Church_RuralVillage,Large-sized,332559.7359,1291584.927,395,30.6,2,0,0.401,7.5,0.013429333,316.4977458
81,2,Forest,GobatMickChurch_Cultivated,Large-sized,336341.4754,1293256.158,0,26.5,6.1,0.655,0,6.2,0.015056452,0
82,2,Forest,GobatMickChurch_Cultivated,Large-sized,336339.1466,1293251.733,5,26.6,6,0.659,0,6.2,0.015056452,0
83,2,Forest,GobatMickChurch_Cultivated,Large-sized,336336.8179,1293247.308,10,26.6,6,0.668,0,6.2,0.015056452,0
84,2,Forest,GobatMickChurch_Cultivated,Large-sized,336334.4892,1293242.884,15,26.6,6,0.667,0,6.2,0.015056452,0
85,2,Forest,GobatMickChurch_Cultivated,Large-sized,336332.1604,1293238.459,20,26.7,5.9,0.661,0,6.2,0.015056452,0
86,2,Forest,GobatMickChurch_Cultivated,Large-sized,336329.8317,1293234.035,25,26.7,5.9,0.656,0,6.2,0.015056452,0
87,2,Forest,GobatMickChurch_Cultivated,Large-sized,336327.503,1293229.61,30,26.8,5.8,0.641,0,6.2,0.015056452,0
88,2,Forest,GobatMickChurch_Cultivated,Large-sized,336325.1743,1293225.185,35,26.8,5.8,0.632,0,6.2,0.015056452,0
89,2,Forest,GobatMickChurch_Cultivated,Large-sized,336322.8455,1293220.761,40,26.8,5.8,0.616,0,6.2,0.015056452,0
90,2,Forest,GobatMickChurch_Cultivated,Large-sized,336320.5168,1293216.336,45,26.8,5.8,0.61,0,6.2,0.015056452,0
91,2,Forest,GobatMickChurch_Cultivated,Large-sized,336318.2724,1293211.868,50,26.8,5.8,0.602,0,6.2,0.015056452,0
92,2,Forest,GobatMickChurch_Cultivated,Large-sized,336316.0364,1293207.396,55,26.9,5.7,0.598,0,6.2,0.015056452,0
93,2,Forest,GobatMickChurch_Cultivated,Large-sized,336313.8003,1293202.924,60,26.9,5.7,0.584,0,6.2,0.015056452,0
94,2,Forest,GobatMickChurch_Cultivated,Large-sized,336311.5642,1293198.452,65,26.9,5.7,0.581,0,6.2,0.015056452,0
95,2,Forest,GobatMickChurch_Cultivated,Large-sized,336309.3282,1293193.98,70,26.9,5.7,0.582,0,6.2,0.015056452,0
96,2,Forest,GobatMickChurch_Cultivated,Large-sized,336307.0921,1293189.508,75,26.9,5.7,0.579,0,6.2,0.015056452,0
97,2,Forest,GobatMickChurch_Cultivated,Large-sized,336304.856,1293185.036,80,27,5.6,0.58,0,6.2,0.015056452,0
98,2,Forest,GobatMickChurch_Cultivated,Large-sized,336302.62,1293180.563,85,27,5.6,0.579,0,6.2,0.015056452,0
99,2,Forest,GobatMickChurch_Cultivated,Large-sized,336300.3839,1293176.091,90,27,5.6,0.577,0,6.2,0.015056452,0
100,2,Forest,GobatMickChurch_Cultivated,Large-sized,336297.8672,1293171.786,95,27,5.6,0.576,0,6.2,0.015056452,2.1328
101,2,Forest,GobatMickChurch_Cultivated,Large-sized,336294.9999,1293167.69,100,27.1,5.5,0.577,0,6.2,0.015056452,5.0001
102,2,Forest,GobatMickChurch_Cultivated,Large-sized,336292.1326,1293163.594,105,27.1,5.5,0.577,0,6.2,0.015056452,7.8674
103,2,Forest,GobatMickChurch_Cultivated,Large-sized,336289.2652,1293159.498,110,27.1,5.5,0.575,0,6.2,0.015056452,10.7348
104,2,Forest,GobatMickChurch_Cultivated,Large-sized,336286.3979,1293155.402,115,27.1,5.5,0.573,0,6.2,0.015056452,13.6021
105,2,Forest,GobatMickChurch_Cultivated,Large-sized,336283.5306,1293151.305,120,27.1,5.5,0.572,0,6.2,0.015056452,16.4694
106,2,Forest,GobatMickChurch_Cultivated,Large-sized,336280.6633,1293147.209,125,27.3,5.3,0.573,0,6.2,0.015056452,19.53708391
107,2,Forest,GobatMickChurch_Cultivated,Large-sized,336277.796,1293143.113,130,27.4,5.2,0.574,0,6.2,0.015056452,23.24754578
108,2,Forest,GobatMickChurch_Cultivated,Large-sized,336274.9287,1293139.017,135,27.5,5.1,0.114,0,6.2,0.015056452,27.37145178
109,2,Forest,GobatMickChurch_Cultivated,Large-sized,336272.0614,1293134.921,140,27.6,5,0.047,0,6.2,0.015056452,31.74809618
110,2,Forest,GobatMickChurch_Cultivated,Large-sized,336269.1941,1293130.825,145,27.7,4.9,0.003,0,6.2,0.015056452,36.28614198
111,2,Forest,GobatMickChurch_Cultivated,Large-sized,336266.3268,1293126.729,150,27.8,4.8,0.006,0,6.2,0.015056452,40.93194155
112,2,Forest,GobatMickChurch_Cultivated,Large-sized,336263.4594,1293122.632,155,27.9,4.7,0.055,0,6.2,0.015056452,45.65328983
113,2,Forest,GobatMickChurch_Cultivated,Large-sized,336260.5921,1293118.536,160,27.9,4.7,0.003,0,6.2,0.015056452,50.42782841
114,2,Forest,GobatMickChurch_Cultivated,Large-sized,336257.7248,1293114.44,165,27.9,4.7,0.051,0,6.2,0.015056452,55.24224955
115,2,Forest,GobatMickChurch_Cultivated,Large-sized,336254.8575,1293110.344,170,28,4.6,0.051,0,6.2,0.015056452,60.08696732
116,2,Forest,GobatMickChurch_Cultivated,Large-sized,336252.5184,1293105.927,175,28.1,4.5,0.009,0,6.2,0.015056452,64.78372996
117,2,Forest,GobatMickChurch_Cultivated,Large-sized,336250.2116,1293101.491,180,28.1,4.5,0,0,6.2,0.015056452,69.51264529
118,2,Forest,GobatMickChurch_Cultivated,Large-sized,336247.9048,1293097.055,185,28.2,4.4,0,0,6.2,0.015056452,74.27706839
119,2,Forest,GobatMickChurch_Cultivated,Large-sized,336245.5981,1293092.619,190,28.3,4.3,0,0,6.2,0.015056452,79.07051211
120,2,Forest,GobatMickChurch_Cultivated,Large-sized,336243.2913,1293088.183,195,28.4,4.2,0,0,6.2,0.015056452,83.88812875
121,2,Forest,GobatMickChurch_Cultivated,Large-sized,336240.9845,1293083.747,200,28.4,4.2,0,0,6.2,0.015056452,88.72592208
122,2,Forest,GobatMickChurch_Cultivated,Large-sized,336238.6778,1293079.311,205,28.5,4.1,0,0,6.2,0.015056452,93.58069744
123,2,Forest,GobatMickChurch_Cultivated,Large-sized,336236.371,1293074.875,210,28.5,4.1,0,0,6.2,0.015056452,98.45006483
124,2,Forest,GobatMickChurch_Cultivated,Large-sized,336234.0642,1293070.439,215,28.6,4,0,0,6.2,0.015056452,103.3319043
125,2,Forest,GobatMickChurch_Cultivated,Large-sized,336231.7575,1293066.003,220,28.6,4,0,0,6.2,0.015056452,108.224465
126,2,Forest,GobatMickChurch_Cultivated,Large-sized,336229.4507,1293061.567,225,28.8,3.8,0,0,6.2,0.015056452,113.1264744
127,2,Forest,GobatMickChurch_Cultivated,Large-sized,336227.1302,1293057.14,230,28.9,3.7,0,0,6.2,0.015056452,118.0380759
128,2,Forest,GobatMickChurch_Cultivated,Large-sized,336223.8084,1293053.403,235,29.1,3.5,0,0,6.2,0.015056452,123.0290223
129,2,Forest,GobatMickChurch_Cultivated,Large-sized,336220.4866,1293049.666,240,29.3,3.3,0,0,6.2,0.015056452,128.0206715
130,2,Forest,GobatMickChurch_Cultivated,Large-sized,336217.1648,1293045.929,245,29.4,3.2,0,0,6.2,0.015056452,133.0129445
131,2,Forest,GobatMickChurch_Cultivated,Large-sized,336213.843,1293042.192,250,29.4,3.2,0,0,6.2,0.015056452,138.0057735
132,2,Forest,GobatMickChurch_Cultivated,Large-sized,336210.5211,1293038.455,255,29.5,3.1,0,0,6.2,0.015056452,142.9991628
133,2,Forest,GobatMickChurch_Cultivated,Large-sized,336207.1993,1293034.718,260,29.6,3,0,0,6.2,0.015056452,147.9929371
134,2,Forest,GobatMickChurch_Cultivated,Large-sized,336203.8775,1293030.981,265,29.7,2.9,0,0,6.2,0.015056452,152.987115
135,2,Forest,GobatMickChurch_Cultivated,Large-sized,336200.5557,1293027.244,270,29.8,2.8,0,0,6.2,0.015056452,157.9816582
136,2,Forest,GobatMickChurch_Cultivated,Large-sized,336197.2339,1293023.507,275,29.8,2.8,0,0,6.2,0.015056452,162.9765332
137,2,Forest,GobatMickChurch_Cultivated,Large-sized,336193.912,1293019.769,280,29.8,2.8,0,0,6.2,0.015056452,167.9725487
138,2,Forest,GobatMickChurch_Cultivated,Large-sized,336191.1806,1293015.596,285,29.9,2.7,0,0,6.2,0.015056452,172.9337938
139,2,Forest,GobatMickChurch_Cultivated,Large-sized,336188.5803,1293011.325,290,30,2.6,0,0,6.2,0.015056452,177.8907113
140,2,Forest,GobatMickChurch_Cultivated,Large-sized,336185.9799,1293007.055,295,30,2.6,0,0,6.2,0.015056452,182.8492719
141,2,Forest,GobatMickChurch_Cultivated,Large-sized,336183.3796,1293002.784,300,30.1,2.5,0,0,6.2,0.015056452,187.8107248
142,2,Forest,GobatMickChurch_Cultivated,Large-sized,336180.7793,1292998.513,305,30.2,2.4,0,0,6.2,0.015056452,192.7741852
143,2,Forest,GobatMickChurch_Cultivated,Large-sized,336178.179,1292994.243,310,30.2,2.4,0,0,6.2,0.015056452,197.7387142
144,2,Forest,GobatMickChurch_Cultivated,Large-sized,336175.5786,1292989.972,315,30.2,2.4,0,0,6.2,0.015056452,202.7058104
145,2,Forest,GobatMickChurch_Cultivated,Large-sized,336172.9783,1292985.701,320,30.2,2.4,0,0,6.2,0.015056452,207.6744415
146,2,Forest,GobatMickChurch_Cultivated,Large-sized,336170.378,1292981.431,325,30.2,2.4,0,0,6.2,0.015056452,212.6437647
147,2,Forest,GobatMickChurch_Cultivated,Large-sized,336167.7776,1292977.16,330,30.2,2.4,0,0,6.2,0.015056452,217.6153227
148,2,Forest,GobatMickChurch_Cultivated,Large-sized,336165.1773,1292972.89,335,30.2,2.4,0,0,6.2,0.015056452,222.5873144
149,2,Forest,GobatMickChurch_Cultivated,Large-sized,336162.577,1292968.619,340,30.2,2.4,0,0,6.2,0.015056452,227.5613062
150,2,Forest,GobatMickChurch_Cultivated,Large-sized,336159.9766,1292964.348,345,30.3,2.3,0,0,6.2,0.015056452,232.5364867
151,2,Forest,GobatMickChurch_Cultivated,Large-sized,336157.3763,1292960.078,350,30.4,2.2,0,0,6.2,0.015056452,237.5118647
152,2,Forest,GobatMickChurch_Cultivated,Large-sized,336154.776,1292955.807,355,30.5,2.1,0,0,6.2,0.015056452,242.4890336
153,2,Forest,GobatMickChurch_Cultivated,Large-sized,336152.1757,1292951.536,360,30.5,2.1,0,0,6.2,0.015056452,247.4671351
154,2,Forest,GobatMickChurch_Cultivated,Large-sized,336149.5753,1292947.266,365,30.6,2,0,0,6.2,0.015056452,252.4453706
155,2,Forest,GobatMickChurch_Cultivated,Large-sized,336146.975,1292942.995,370,30.6,2,0,0,6.2,0.015056452,257.4251749
156,2,Forest,GobatMickChurch_Cultivated,Large-sized,336144.3747,1292938.724,375,30.6,2,0,0,6.2,0.015056452,262.4057587
157,2,Forest,GobatMickChurch_Cultivated,Large-sized,336141.7743,1292934.454,380,30.6,2,0,0,6.2,0.015056452,267.3863315
158,2,Forest,GobatMickChurch_Cultivated,Large-sized,336139.174,1292930.183,385,30.7,1.9,0,0,6.2,0.015056452,272.3683457
159,2,Forest,GobatMickChurch_Cultivated,Large-sized,336136.5737,1292925.913,390,30.8,1.8,0,0,6.2,0.015056452,277.3502102
160,2,Forest,GobatMickChurch_Cultivated,Large-sized,336133.9733,1292921.642,395,30.9,1.7,0,0,6.2,0.015056452,282.3335639
161,2,Forest,GobatMickChurch_Cultivated,Large-sized,336131.373,1292917.371,400,30.9,1.7,0,0,6.2,0.015056452,287.3174495
162,2,Forest,GobatMickChurch_Cultivated,Large-sized,336128.7727,1292913.101,405,30.9,1.7,0,0,6.2,0.015056452,292.3010853
163,2,Forest,GobatMickChurch_Cultivated,Large-sized,336126.1723,1292908.83,410,30.9,1.7,0,0,6.2,0.015056452,297.2861218
164,2,Forest,GobatMickChurch_Cultivated,Large-sized,336123.572,1292904.559,415,31,1.6,0,0,6.2,0.015056452,302.2716058
165,2,Forest,GobatMickChurch_Cultivated,Large-sized,336120.9717,1292900.289,420,31,1.6,0,0,6.2,0.015056452,307.2567586
166,2,Forest,GobatMickChurch_Cultivated,Large-sized,336118.3714,1292896.018,425,31,1.6,0,0,6.2,0.015056452,312.2431819
167,2,Forest,GobatMickChurch_Cultivated,Large-sized,336115.771,1292891.748,430,31,1.6,0,0,6.2,0.015056452,317.2292861
168,2,Forest,GobatMickChurch_Cultivated,Large-sized,336113.1707,1292887.477,435,31.1,1.5,0,0,6.2,0.015056452,322.2165621
169,2,Forest,GobatMickChurch_Cultivated,Large-sized,336110.5704,1292883.206,440,31.1,1.5,0,0,6.2,0.015056452,327.2042356
170,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332099.2939,1285845.34,0,27.5,5.1,0.825,0,3.5,0.02618,29.2532452
171,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332102.6221,1285849.071,5,27.5,5.1,0.806,0,3.5,0.02618,24.9727171
172,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332105.9503,1285852.803,10,27.6,5,0.742,0,3.5,0.02618,24.32039816
173,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332109.2785,1285856.534,15,27.6,5,0.735,0,3.5,0.02618,27.9305875
174,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332112.6068,1285860.266,20,27.6,5,0.661,0,3.5,0.02618,30.74276114
175,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332115.935,1285863.997,25,27.6,5,0.621,0,3.5,0.02618,26.48996801
176,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332119.2632,1285867.728,30,27.7,4.9,0.559,0,3.5,0.02618,21.51730111
177,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332122.5914,1285871.46,35,27.7,4.9,0.511,0,3.5,0.02618,16.62536498
178,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332125.9197,1285875.191,40,27.7,4.9,0.573,0,3.5,0.02618,18.8528819
179,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332129.2479,1285878.922,45,27.7,4.9,0.513,0,3.5,0.02618,21.50317699
180,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332132.5761,1285882.654,50,27.8,4.8,0.513,0,3.5,0.02618,18.23373267
181,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332135.9043,1285886.385,55,27.8,4.8,0.503,0,3.5,0.02618,13.23555754
182,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332139.2325,1285890.116,60,27.8,4.8,0.493,0,3.5,0.02618,8.239266489
183,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332142.5608,1285893.848,65,27.8,4.8,0.483,0,3.5,0.02618,10.27170502
184,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332145.889,1285897.579,70,27.8,4.8,0.473,0,3.5,0.02618,15.15322995
185,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332149.2172,1285901.31,75,27.8,4.8,0.322,0,3.5,0.02618,14.88650651
186,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332152.5454,1285905.042,80,27.8,4.8,0.349,0,3.5,0.02618,10.00446027
187,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332155.9981,1285908.651,85,27.8,4.8,0.312,0,3.5,0.02618,5.44202211
188,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332159.6708,1285912.044,90,27.8,4.8,0.326,0,3.5,0.02618,4.846350032
189,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332163.3435,1285915.436,95,27.9,4.7,0.443,0,3.5,0.02618,9.774154093
190,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332167.0162,1285918.829,100,27.9,4.7,0.529,0,3.5,0.02618,14.75098313
191,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332170.6889,1285922.222,105,27.9,4.7,0.537,0,3.5,0.02618,19.7395863
192,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332174.3616,1285925.615,110,27.9,4.7,0.393,0,3.5,0.02618,24.7328401
193,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332178.0343,1285929.008,115,28,4.6,0.248,0,3.5,0.02618,29.72840124
194,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332181.707,1285932.401,120,28.1,4.5,0.355,0,3.5,0.02618,34.72527394
195,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332185.3797,1285935.793,125,28.1,4.5,0.291,0,3.5,0.02618,39.72226354
196,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332189.0524,1285939.186,130,28.2,4.4,0.33,0,3.5,0.02618,43.35492391
197,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332192.7251,1285942.579,135,28.2,4.4,0.291,0.476,3.5,0.02618,38.51239662
198,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332196.3978,1285945.972,140,28.3,4.3,0.294,0.465,3.5,0.02618,41.80195484
199,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332200.0705,1285949.365,145,28.3,4.3,0.208,0.387,3.5,0.02618,46.43932811
200,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332203.7432,1285952.757,150,28.4,4.2,0.261,0.304,3.5,0.02618,51.14469469
201,3,Forest,ZenzilimaChurch_Urban,Medium-sized,332207.4159,1285956.15,155,28.6,4,0.216,0.397,3.5,0.02618,55.9015695
