fid,transect_id,veg_type,transect_name,size_group,X,Y,distance_m,temp_oc,cooling_inten_oC,fvc,imper_surf,area,peri_area,prox
581,8,Wetland,Wetland4_City_Avanti,Large-sized,322815.8632,1283215.042,195,27.7,4.9,0.596,0,21,0.009435714,44.1368
582,8,Wetland,Wetland4_City_Avanti,Large-sized,322810.9577,1283216.01,200,27.8,4.8,0.59,0,21,0.009435714,49.0423
583,8,Wetland,Wetland4_City_Avanti,Large-sized,322806.0522,1283216.977,205,27.9,4.7,0.583,0,21,0.009435714,53.9478
584,8,Wetland,Wetland4_City_Avanti,Large-sized,322801.1466,1283217.945,210,28,4.6,0.576,0,21,0.009435714,58.8534
585,8,Wetland,Wetland4_City_Avanti,Large-sized,322796.2411,1283218.912,215,28.1,4.5,0.57,0,21,0.009435714,63.7589
586,8,Wetland,Wetland4_City_Avanti,Large-sized,322791.3356,1283219.88,220,28.2,4.4,0,0,21,0.009435714,68.6644
587,8,Wetland,Wetland4_City_Avanti,Large-sized,322786.4301,1283220.847,225,28.3,4.3,0,0,21,0.009435714,73.5699
588,8,Wetland,Wetland4_City_Avanti,Large-sized,322781.5246,1283221.814,230,28.4,4.2,0,0,21,0.009435714,78.4754
589,8,Wetland,Wetland4_City_Avanti,Large-sized,322776.6191,1283222.782,235,28.5,4.1,0,0.87,21,0.009435714,83.3809
590,8,Wetland,Wetland4_City_Avanti,Large-sized,322771.7136,1283223.749,240,28.8,3.8,0,0.879,21,0.009435714,88.2864
591,8,Wetland,Wetland4_City_Avanti,Large-sized,322766.808,1283224.717,245,28.9,3.7,0,0.886,21,0.009435714,93.192
592,8,Wetland,Wetland4_City_Avanti,Large-sized,322761.9025,1283225.684,250,29,3.6,0,0.892,21,0.009435714,98.0975
593,8,Wetland,Wetland4_City_Avanti,Large-sized,322756.997,1283226.652,255,29.1,3.5,0,0.812,21,0.009435714,103.003
594,8,Wetland,Wetland4_City_Avanti,Large-sized,322752.0915,1283227.619,260,29.2,3.4,0,0,21,0.009435714,107.9085
595,8,Wetland,Wetland4_City_Avanti,Large-sized,322747.186,1283228.586,265,29.3,3.3,0,0,21,0.009435714,112.814
596,8,Wetland,Wetland4_City_Avanti,Large-sized,322742.2805,1283229.554,270,29.4,3.2,0,0,21,0.009435714,117.7195
597,8,Wetland,Wetland4_City_Avanti,Large-sized,322737.375,1283230.521,275,29.5,3.1,0,0,21,0.009435714,122.625
598,8,Wetland,Wetland4_City_Avanti,Large-sized,322732.4694,1283231.489,280,29.6,3,0,0,21,0.009435714,127.5306
599,8,Wetland,Wetland4_City_Avanti,Large-sized,322727.5639,1283232.456,285,29.7,2.9,0,0,21,0.009435714,132.4361
600,8,Wetland,Wetland4_City_Avanti,Large-sized,322722.6584,1283233.424,290,29.8,2.8,0,0,21,0.009435714,137.3416
601,8,Wetland,Wetland4_City_Avanti,Large-sized,322717.7529,1283234.391,295,29.9,2.7,0,0,21,0.009435714,142.2471
602,8,Wetland,Wetland4_City_Avanti,Large-sized,322712.8474,1283235.358,300,30,2.6,0,0.861,21,0.009435714,147.1526
603,8,Wetland,Wetland4_City_Avanti,Large-sized,322707.9419,1283236.326,305,30.1,2.5,0,0.849,21,0.009435714,152.0581
604,8,Wetland,Wetland4_City_Avanti,Large-sized,322703.0364,1283237.293,310,30.2,2.4,0,0.797,21,0.009435714,156.9636
605,8,Wetland,Wetland4_City_Avanti,Large-sized,322698.1308,1283238.261,315,30.3,2.3,0,0.744,21,0.009435714,161.8692
606,8,Wetland,Wetland4_City_Avanti,Large-sized,322693.2253,1283239.228,320,30.4,2.2,0,0.692,21,0.009435714,166.7747
607,8,Wetland,Wetland4_City_Avanti,Large-sized,322688.3198,1283240.196,325,30.5,2.1,0,0.639,21,0.009435714,171.6802
608,8,Wetland,Wetland4_City_Avanti,Large-sized,322683.4143,1283241.163,330,30.6,2,0,0.587,21,0.009435714,176.5857
609,8,Wetland,Wetland4_City_Avanti,Large-sized,322678.5088,1283242.13,335,30.7,1.9,0,0.575,21,0.009435714,181.4912
610,8,Wetland,Wetland4_City_Avanti,Large-sized,322673.6033,1283243.098,340,30.8,1.8,0,0.562,21,0.009435714,186.3967
611,8,Wetland,Wetland4_City_Avanti,Large-sized,322668.6978,1283244.065,345,30.9,1.7,0,0.55,21,0.009435714,191.3022
612,8,Wetland,Wetland4_City_Avanti,Large-sized,322663.7922,1283245.033,350,31,1.6,0,0.538,21,0.009435714,196.2078
613,8,Wetland,Wetland4_City_Avanti,Large-sized,322658.8867,1283246,355,31.1,1.5,0,0.525,21,0.009435714,201.1133
614,8,Wetland,Wetland4_City_Avanti,Large-sized,322653.9812,1283246.968,360,31.2,1.4,0,0.513,21,0.009435714,206.0188
615,8,Wetland,Wetland4_City_Avanti,Large-sized,322649.0757,1283247.935,365,31.3,1.3,0,0.501,21,0.009435714,210.9243
616,8,Wetland,Wetland4_City_Avanti,Large-sized,322644.1702,1283248.903,370,31.4,1.2,0,0.488,21,0.009435714,215.8298
617,8,Wetland,Wetland4_City_Avanti,Large-sized,322639.3222,1283250.121,375,31.5,1.1,0,0.476,21,0.009435714,220.6778
618,8,Wetland,Wetland4_City_Avanti,Large-sized,322634.4853,1283251.388,380,31.6,1,0,0.464,21,0.009435714,225.5147
619,8,Wetland,Wetland4_City_Avanti,Large-sized,322629.6485,1283252.654,385,31.7,0.9,0,0.451,21,0.009435714,230.3515
620,8,Wetland,Wetland4_City_Avanti,Large-sized,322624.8116,1283253.921,390,31.8,0.8,0,0.439,21,0.009435714,235.1884
621,8,Wetland,Wetland4_City_Avanti,Large-sized,322619.9747,1283255.188,395,31.9,0.7,0,0.427,21,0.009435714,240.0253
622,9,Wetland,Wetland5_City_K16,Large-sized,322147.2708,1282014.084,0,27.8,4.8,0.594,0,7.1,0.015239437,121.5981167
623,9,Wetland,Wetland5_City_K16,Large-sized,322147.2984,1282019.084,5,27.8,4.8,0.593,0,7.1,0.015239437,121.3615956
624,9,Wetland,Wetland5_City_K16,Large-sized,322147.3259,1282024.084,10,27.8,4.8,0.592,0,7.1,0.015239437,121.3307425
625,9,Wetland,Wetland5_City_K16,Large-sized,322147.3535,1282029.084,15,27.8,4.8,0.591,0,7.1,0.015239437,121.5059135
626,9,Wetland,Wetland5_City_K16,Large-sized,322147.3811,1282034.084,20,27.9,4.7,0.59,0,7.1,0.015239437,118.5425877
627,9,Wetland,Wetland5_City_K16,Large-sized,322147.4087,1282039.084,25,27.9,4.7,0.589,0,7.1,0.015239437,115.6844349
628,9,Wetland,Wetland5_City_K16,Large-sized,322147.4363,1282044.084,30,27.9,4.7,0.588,0,7.1,0.015239437,112.9753663
629,9,Wetland,Wetland5_City_K16,Large-sized,322147.4639,1282049.084,35,27.9,4.7,0.577,0,7.1,0.015239437,110.4263547
630,9,Wetland,Wetland5_City_K16,Large-sized,322147.4915,1282054.083,40,27.9,4.7,0.567,0,7.1,0.015239437,110.3858948
631,9,Wetland,Wetland5_City_K16,Large-sized,322147.5191,1282059.083,45,27.9,4.7,0.556,0,7.1,0.015239437,112.9517118
632,9,Wetland,Wetland5_City_K16,Large-sized,322147.7993,1282064.074,50,28,4.6,0.545,0,7.1,0.015239437,115.8819648
633,9,Wetland,Wetland5_City_K16,Large-sized,322148.1233,1282069.064,55,28,4.6,0.534,0,7.1,0.015239437,118.9852206
634,9,Wetland,Wetland5_City_K16,Large-sized,322148.4474,1282074.053,60,28.1,4.5,0.523,0,7.1,0.015239437,122.2138157
635,9,Wetland,Wetland5_City_K16,Large-sized,322148.7714,1282079.043,65,28.1,4.5,0.512,0,7.1,0.015239437,125.5590701
636,9,Wetland,Wetland5_City_K16,Large-sized,322149.0955,1282084.032,70,28.2,4.4,0.501,0,7.1,0.015239437,129.0108703
637,9,Wetland,Wetland5_City_K16,Large-sized,322149.4195,1282089.022,75,28.4,4.2,0.49,0,7.1,0.015239437,132.5619794
638,9,Wetland,Wetland5_City_K16,Large-sized,322151.8236,1282133.955,120,28.5,4.1,0.48,0,7.1,0.015239437,160.9844686
639,9,Wetland,Wetland5_City_K16,Large-sized,322152.048,1282138.95,125,28.6,4,0,0,7.1,0.015239437,159.6834018
640,9,Wetland,Wetland5_City_K16,Large-sized,322152.2724,1282143.945,130,28.6,4,0,0.841,7.1,0.015239437,156.9781718
641,9,Wetland,Wetland5_City_K16,Large-sized,322152.4969,1282148.94,135,28.7,3.9,0,0.814,7.1,0.015239437,154.3875989
642,9,Wetland,Wetland5_City_K16,Large-sized,322152.7582,1282153.933,140,28.7,3.9,0,0.825,7.1,0.015239437,151.9499291
643,9,Wetland,Wetland5_City_K16,Large-sized,322153.0304,1282158.926,145,28.8,3.8,0,0.829,7.1,0.015239437,149.649131
644,9,Wetland,Wetland5_City_K16,Large-sized,322153.3025,1282163.919,150,29,3.6,0,0.896,7.1,0.015239437,147.4819517
645,9,Wetland,Wetland5_City_K16,Large-sized,322153.5747,1282168.911,155,29.2,3.4,0,0.893,7.1,0.015239437,145.4549834
646,9,Wetland,Wetland5_City_K16,Large-sized,322153.8468,1282173.904,160,29.3,3.3,0,0.85,7.1,0.015239437,143.5730556
647,9,Wetland,Wetland5_City_K16,Large-sized,322154.119,1282178.896,165,29.3,3.3,0,0.835,7.1,0.015239437,141.8429941
648,9,Wetland,Wetland5_City_K16,Large-sized,322154.3912,1282183.889,170,29.4,3.2,0,0.807,7.1,0.015239437,140.2695183
649,9,Wetland,Wetland5_City_K16,Large-sized,322154.6633,1282188.881,175,29.7,2.9,0,0.841,7.1,0.015239437,138.8585998
650,9,Wetland,Wetland5_City_K16,Large-sized,322154.9082,1282193.875,180,29.7,2.9,0,0.848,7.1,0.015239437,137.5882947
651,9,Wetland,Wetland5_City_K16,Large-sized,322155.1456,1282198.87,185,29.7,2.9,0,0.837,7.1,0.015239437,136.4819274
652,9,Wetland,Wetland5_City_K16,Large-sized,322155.3831,1282203.864,190,29.8,2.8,0,0.901,7.1,0.015239437,135.5514355
653,9,Wetland,Wetland5_City_K16,Large-sized,322155.6206,1282208.859,195,29.9,2.7,0,0.899,7.1,0.015239437,134.799894
654,9,Wetland,Wetland5_City_K16,Large-sized,322155.8581,1282213.853,200,29.9,2.7,0,0.959,7.1,0.015239437,134.2307057
655,9,Wetland,Wetland5_City_K16,Large-sized,322156.0955,1282218.847,205,30,2.6,0,0.981,7.1,0.015239437,133.8458798
656,9,Wetland,Wetland5_City_K16,Large-sized,322156.333,1282223.842,210,30,2.6,0,0.968,7.1,0.015239437,133.6471393
657,9,Wetland,Wetland5_City_K16,Large-sized,322156.5705,1282228.836,215,30.1,2.5,0,0.965,7.1,0.015239437,133.6353896
658,9,Wetland,Wetland5_City_K16,Large-sized,322156.8079,1282233.83,220,30.2,2.4,0,0.962,7.1,0.015239437,133.8104742
659,9,Wetland,Wetland5_City_K16,Large-sized,322157.0454,1282238.825,225,30.2,2.4,0,0.955,7.1,0.015239437,134.1719042
660,9,Wetland,Wetland5_City_K16,Large-sized,322157.0867,1282243.815,230,30.3,2.3,0,0.93,7.1,0.015239437,134.5221444
661,9,Wetland,Wetland5_City_K16,Large-sized,322156.6503,1282248.796,235,30.3,2.3,0,0.977,7.1,0.015239437,134.5805198
662,9,Wetland,Wetland5_City_K16,Large-sized,322156.2139,1282253.777,240,30.4,2.2,0,0.968,7.1,0.015239437,134.8244298
663,9,Wetland,Wetland5_City_K16,Large-sized,322155.7774,1282258.758,245,30.5,2.1,0,0.971,7.1,0.015239437,135.2527727
664,9,Wetland,Wetland5_City_K16,Large-sized,322155.341,1282263.739,250,30.5,2.1,0,1,7.1,0.015239437,135.8639997
665,9,Wetland,Wetland5_City_K16,Large-sized,322154.9046,1282268.72,255,30.6,2,0,0.984,7.1,0.015239437,136.6555593
666,9,Wetland,Wetland5_City_K16,Large-sized,322154.4682,1282273.701,260,30.7,1.9,0,0.981,7.1,0.015239437,137.6243402
667,9,Wetland,Wetland5_City_K16,Large-sized,322154.0318,1282278.682,265,30.9,1.7,0,0.997,7.1,0.015239437,138.7666305
668,9,Wetland,Wetland5_City_K16,Large-sized,322153.5954,1282283.662,270,31,1.6,0,0.99,7.1,0.015239437,140.0778239
669,9,Wetland,Wetland5_City_K16,Large-sized,322153.1589,1282288.643,275,31.2,1.4,0,0.994,7.1,0.015239437,141.5538156
670,9,Wetland,Wetland5_City_K16,Large-sized,322152.7225,1282293.624,280,31.3,1.3,0,1,7.1,0.015239437,143.1857059
671,9,Wetland,Wetland5_City_K16,Large-sized,322152.2861,1282298.605,285,31.4,1.2,0,0.99,7.1,0.015239437,140.6594872
672,9,Wetland,Wetland5_City_K16,Large-sized,322152.6661,1282303.58,290,31.4,1.2,0,0.997,7.1,0.015239437,137.4217405
673,9,Wetland,Wetland5_City_K16,Large-sized,322153.1755,1282308.554,295,31.4,1.2,0,0.99,7.1,0.015239437,134.1842325
674,10,Forest,ForestPeda_Gate,Medium-sized,325067.1237,1279945.348,0,26.8,5.8,0.814,0.021,4.2,0.021035714,295.5910364
675,10,Forest,ForestPeda_Gate,Medium-sized,325067.161,1279950.348,5,26.8,5.8,0.802,0,4.2,0.021035714,298.6382442
676,10,Forest,ForestPeda_Gate,Medium-sized,325067.1982,1279955.347,10,26.8,5.8,0.79,0,4.2,0.021035714,301.7369882
677,10,Forest,ForestPeda_Gate,Medium-sized,325066.9883,1279960.299,15,26.8,5.8,0.777,0,4.2,0.021035714,305.0458995
678,10,Forest,ForestPeda_Gate,Medium-sized,325065.0904,1279964.925,20,26.9,5.7,0.765,0,4.2,0.021035714,309.4741046
679,10,Forest,ForestPeda_Gate,Medium-sized,325063.1926,1279969.551,25,26.9,5.7,0.753,0,4.2,0.021035714,313.9194136
680,10,Forest,ForestPeda_Gate,Medium-sized,325061.2947,1279974.177,30,26.9,5.7,0.74,0,4.2,0.021035714,318.381259
681,10,Forest,ForestPeda_Gate,Medium-sized,325059.3969,1279978.803,35,26.9,5.7,0.728,0,4.2,0.021035714,322.8588072
682,10,Forest,ForestPeda_Gate,Medium-sized,325057.499,1279983.429,40,26.9,5.7,0.716,0,4.2,0.021035714,327.3515609
683,10,Forest,ForestPeda_Gate,Medium-sized,325055.2311,1279987.883,45,27,5.6,0.703,0,4.2,0.021035714,332.0174342
684,10,Forest,ForestPeda_Gate,Medium-sized,325052.9288,1279992.321,50,27,5.6,0.691,0,4.2,0.021035714,336.7074216
685,10,Forest,ForestPeda_Gate,Medium-sized,325050.6265,1279996.76,55,27.1,5.5,0.679,0,4.2,0.021035714,341.4068763
686,10,Forest,ForestPeda_Gate,Medium-sized,325048.3397,1280001.206,60,27.1,5.5,0.666,0,4.2,0.021035714,346.1082149
687,10,Forest,ForestPeda_Gate,Medium-sized,325046.3106,1280005.775,65,27.1,5.5,0.654,0,4.2,0.021035714,13.37428416
688,10,Forest,ForestPeda_Gate,Medium-sized,325044.3021,1280010.354,70,27.2,5.4,0.642,0,4.2,0.021035714,13.83170762
689,10,Forest,ForestPeda_Gate,Medium-sized,325042.2937,1280014.933,75,27.2,5.4,0.629,0,4.2,0.021035714,14.29696292
690,10,Forest,ForestPeda_Gate,Medium-sized,325040.4132,1280019.562,80,27.2,5.4,0.613,0,4.2,0.021035714,15.59692849
691,10,Forest,ForestPeda_Gate,Medium-sized,325038.7903,1280024.291,85,27.3,5.3,0.597,0,4.2,0.021035714,14.82976922
692,10,Forest,ForestPeda_Gate,Medium-sized,325037.1674,1280029.02,90,27.3,5.3,0.58,0,4.2,0.021035714,13.76502898
693,10,Forest,ForestPeda_Gate,Medium-sized,325035.5445,1280033.75,95,27.3,5.3,0.564,0,4.2,0.021035714,14.45766165
694,10,Forest,ForestPeda_Gate,Medium-sized,325033.4747,1280038.207,100,27.3,5.3,0.548,0,4.2,0.021035714,11.70329821
695,10,Forest,ForestPeda_Gate,Medium-sized,325030.7055,1280042.356,105,27.3,5.3,0.531,0,4.2,0.021035714,9.86673534
696,10,Forest,ForestPeda_Gate,Medium-sized,325028.655,1280046.917,110,27.4,5.2,0.515,0,4.2,0.021035714,9.574336218
697,10,Forest,ForestPeda_Gate,Medium-sized,325026.6046,1280051.477,115,27.4,5.2,0.499,0,4.2,0.021035714,9.819647154
698,10,Forest,ForestPeda_Gate,Medium-sized,325024.5541,1280056.037,120,27.4,5.2,0.482,0,4.2,0.021035714,6.663137087
699,10,Forest,ForestPeda_Gate,Medium-sized,325022.6754,1280060.665,125,27.4,5.2,0.466,0,4.2,0.021035714,6.333465889
700,10,Forest,ForestPeda_Gate,Medium-sized,325021.0745,1280065.401,130,28.5,4.1,0.449,0,4.2,0.021035714,8.04837569
701,10,Forest,ForestPeda_Gate,Medium-sized,325019.4735,1280070.138,135,28.5,4.1,0.433,0,4.2,0.021035714,11.3326628
702,10,Forest,ForestPeda_Gate,Medium-sized,325017.8726,1280074.875,140,28.7,3.9,0.417,0,4.2,0.021035714,15.55906989
703,10,Forest,ForestPeda_Gate,Medium-sized,325016.6235,1280079.672,145,28.8,3.8,0.4,0.517,4.2,0.021035714,15.56387922
704,10,Forest,ForestPeda_Gate,Medium-sized,325016.5583,1280084.672,150,28.8,3.8,0,0.389,4.2,0.021035714,14.56199447
705,10,Forest,ForestPeda_Gate,Medium-sized,325016.4931,1280089.671,155,28.9,3.7,0,0.36,4.2,0.021035714,15.22721868
706,10,Forest,ForestPeda_Gate,Medium-sized,325016.4279,1280094.671,160,29,3.6,0,0.431,4.2,0.021035714,17.36929876
707,10,Forest,ForestPeda_Gate,Medium-sized,325016.3235,1280099.669,165,29.1,3.5,0,0.462,4.2,0.021035714,17.44800559
708,10,Forest,ForestPeda_Gate,Medium-sized,325016.1185,1280104.665,170,29.4,3.2,0,0.486,4.2,0.021035714,17.17047662
709,10,Forest,ForestPeda_Gate,Medium-sized,325015.9135,1280109.661,175,29.4,3.2,0,0.482,4.2,0.021035714,17.26288864
710,10,Forest,ForestPeda_Gate,Medium-sized,325015.7085,1280114.657,180,29.5,3.1,0,0.453,4.2,0.021035714,17.17162813
711,10,Forest,ForestPeda_Gate,Medium-sized,325015.5035,1280119.652,185,29.5,3.1,0,0.429,4.2,0.021035714,17.00695788
712,10,Forest,ForestPeda_Gate,Medium-sized,325015.2548,1280124.645,190,29.6,3,0,0.429,4.2,0.021035714,17.82881231
713,10,Forest,ForestPeda_Gate,Medium-sized,325014.8128,1280129.626,195,29.7,2.9,0,0.4,4.2,0.021035714,15.55328004
714,10,Forest,ForestPeda_Gate,Medium-sized,325014.3709,1280134.606,200,29.7,2.9,0,0.387,4.2,0.021035714,14.69536671
715,10,Forest,ForestPeda_Gate,Medium-sized,325013.929,1280139.587,205,29.8,2.8,0,0.38,4.2,0.021035714,15.49198535
716,10,Forest,ForestPeda_Gate,Medium-sized,325013.9672,1280144.583,210,29.9,2.7,0,0.343,4.2,0.021035714,15.3522951
717,10,Forest,ForestPeda_Gate,Medium-sized,325014.0073,1280149.581,215,30.1,2.5,0,0.342,4.2,0.021035714,15.60415447
718,10,Forest,ForestPeda_Gate,Medium-sized,325013.8712,1280154.579,220,30.2,2.4,0,0.352,4.2,0.021035714,15.76251183
719,10,Forest,ForestPeda_Gate,Medium-sized,325013.2822,1280159.514,225,30.2,2.4,0,0.321,4.2,0.021035714,15.46504594
720,10,Forest,ForestPeda_Gate,Medium-sized,325012.054,1280164.361,230,30.2,2.4,0,0.29,4.2,0.021035714,14.52430819
721,10,Forest,ForestPeda_Gate,Medium-sized,325010.8259,1280169.208,235,30.2,2.4,0,0.299,4.2,0.021035714,13.58367027
722,10,Forest,ForestPeda_Gate,Medium-sized,325009.5977,1280174.055,240,30.3,2.3,0,0.334,4.2,0.021035714,13.41409968
723,10,Forest,ForestPeda_Gate,Medium-sized,325008.3695,1280178.902,245,30.5,2.1,0,0.352,4.2,0.021035714,14.20824969
724,10,Forest,ForestPeda_Gate,Medium-sized,325007.1414,1280183.749,250,30.6,2,0,0.373,4.2,0.021035714,10.26437504
725,10,Forest,ForestPeda_Gate,Medium-sized,325005.9132,1280188.595,255,30.6,2,0,0.384,4.2,0.021035714,7.054527569
726,10,Forest,ForestPeda_Gate,Medium-sized,325004.685,1280193.442,260,30.7,1.9,0,0.385,4.2,0.021035714,5.684999999
727,10,Forest,ForestPeda_Gate,Medium-sized,325003.4569,1280198.289,265,30.8,1.8,0,0.389,4.2,0.021035714,4.456899999
728,10,Forest,ForestPeda_Gate,Medium-sized,325002.3738,1280203.159,270,30.8,1.8,0,0.4,4.2,0.021035714,3.567324968
729,10,Forest,ForestPeda_Gate,Medium-sized,325002.0186,1280208.147,275,30.9,1.7,0,0.761,4.2,0.021035714,6.791697497
730,10,Forest,ForestPeda_Gate,Medium-sized,325001.6634,1280213.134,280,30.9,1.7,0,0.91,4.2,0.021035714,7.322502311
731,10,Forest,ForestPeda_Gate,Medium-sized,325001.3083,1280218.121,285,30.9,1.7,0,0.818,4.2,0.021035714,9.889592649
732,10,Forest,ForestPeda_Gate,Medium-sized,325000.9531,1280223.109,290,30.9,1.7,0,0.671,4.2,0.021035714,14.57026361
733,10,Forest,ForestPeda_Gate,Medium-sized,325000.5979,1280228.096,295,30.9,1.7,0,0.51,4.2,0.021035714,19.4101866
734,11,Wetland,Wetland6_City_Condo,Large-sized,326050.5194,1281026.869,0,27.3,5.3,0.454,0,26,0.008326154,5.097755728
735,11,Wetland,Wetland6_City_Condo,Large-sized,326045.534,1281027.251,5,27.3,5.3,0.423,0,26,0.008326154,9.953071417
736,11,Wetland,Wetland6_City_Condo,Large-sized,326040.5486,1281027.633,10,27.3,5.3,0.417,0,26,0.008326154,14.81074582
737,11,Wetland,Wetland6_City_Condo,Large-sized,326035.5632,1281028.015,15,27.3,5.3,0.289,0,26,0.008326154,19.71771782
738,11,Wetland,Wetland6_City_Condo,Large-sized,326030.5779,1281028.396,20,27.4,5.2,0.316,0,26,0.008326154,24.66205095
739,11,Wetland,Wetland6_City_Condo,Large-sized,326025.5925,1281028.778,25,27.4,5.2,0.603,0,26,0.008326154,29.62508648
740,11,Wetland,Wetland6_City_Condo,Large-sized,326020.6071,1281029.16,30,27.4,5.2,0.624,0,26,0.008326154,32.33874411
741,11,Wetland,Wetland6_City_Condo,Large-sized,326015.6217,1281029.542,35,27.4,5.2,0.63,0,26,0.008326154,27.39380724
742,11,Wetland,Wetland6_City_Condo,Large-sized,326010.6363,1281029.924,40,27.4,5.2,0.575,0,26,0.008326154,22.47325641
743,11,Wetland,Wetland6_City_Condo,Large-sized,326005.6509,1281030.306,45,27.4,5.2,0.596,0,26,0.008326154,17.59755968
744,11,Wetland,Wetland6_City_Condo,Large-sized,326000.6655,1281030.688,50,27.5,5.1,0.77,0,26,0.008326154,12.8180043
745,11,Wetland,Wetland6_City_Condo,Large-sized,325995.6801,1281031.07,55,27.6,5,0.764,0,26,0.008326154,8.302327148
746,11,Wetland,Wetland6_City_Condo,Large-sized,325990.6947,1281031.452,60,27.6,5,0.756,0,26,0.008326154,4.853484537
747,11,Wetland,Wetland6_City_Condo,Large-sized,325985.7093,1281031.834,65,27.6,5,0.804,0,26,0.008326154,5.219496855
748,11,Wetland,Wetland6_City_Condo,Large-sized,325980.7239,1281032.216,70,27.6,5,0.823,0,26,0.008326154,7.204788299
749,11,Wetland,Wetland6_City_Condo,Large-sized,325975.7385,1281032.598,75,27.6,5,0.743,0,26,0.008326154,9.449043686
750,11,Wetland,Wetland6_City_Condo,Large-sized,325970.7531,1281032.98,80,27.6,5,0.703,0,26,0.008326154,13.07435016
751,11,Wetland,Wetland6_City_Condo,Large-sized,325965.7678,1281033.361,85,27.7,4.9,0.763,0,26,0.008326154,8.355107593
752,11,Wetland,Wetland6_City_Condo,Large-sized,325960.7824,1281033.743,90,27.7,4.9,0.795,0,26,0.008326154,3.574292638
753,11,Wetland,Wetland6_City_Condo,Large-sized,325955.797,1281034.125,95,27.7,4.9,0.582,0,26,0.008326154,6.246182309
754,11,Wetland,Wetland6_City_Condo,Large-sized,325950.8116,1281034.507,100,27.7,4.9,0.303,0,26,0.008326154,8.932519134
755,11,Wetland,Wetland6_City_Condo,Large-sized,325915.9138,1281037.181,135,27.7,4.9,0.044,0,26,0.008326154,11.09370806
756,11,Wetland,Wetland6_City_Condo,Large-sized,325910.9284,1281037.563,140,27.8,4.8,0.022,0.665,26,0.008326154,15.41472679
757,11,Wetland,Wetland6_City_Condo,Large-sized,325905.9431,1281037.945,145,28,4.6,0,0.942,26,0.008326154,17.44697843
758,11,Wetland,Wetland6_City_Condo,Large-sized,325900.9577,1281038.326,150,28.3,4.3,0,0.568,26,0.008326154,12.67077223
759,11,Wetland,Wetland6_City_Condo,Large-sized,325895.9723,1281038.708,155,28.4,4.2,0,0.599,26,0.008326154,8.166322447
760,11,Wetland,Wetland6_City_Condo,Large-sized,325890.9869,1281039.09,160,28.5,4.1,0,0.573,26,0.008326154,4.778017365
761,11,Wetland,Wetland6_City_Condo,Large-sized,325886.0015,1281039.472,165,28.5,4.1,0,0.699,26,0.008326154,5.382411346
762,11,Wetland,Wetland6_City_Condo,Large-sized,325881.0161,1281039.854,170,28.6,4,0,0.576,26,0.008326154,9.225590939
763,11,Wetland,Wetland6_City_Condo,Large-sized,325876.0307,1281040.236,175,28.6,4,0,0.581,26,0.008326154,13.76462073
764,11,Wetland,Wetland6_City_Condo,Large-sized,325871.0453,1281040.618,180,28.7,3.9,0,0.306,26,0.008326154,18.33032341
765,11,Wetland,Wetland6_City_Condo,Large-sized,325866.0599,1281041,185,28.7,3.9,0,0.422,26,0.008326154,22.89602609
766,11,Wetland,Wetland6_City_Condo,Large-sized,325861.0745,1281041.382,190,28.8,3.8,0,0.431,26,0.008326154,27.46172877
767,11,Wetland,Wetland6_City_Condo,Large-sized,325856.0891,1281041.764,195,28.9,3.7,0,0.449,26,0.008326154,32.02743144
768,11,Wetland,Wetland6_City_Condo,Large-sized,325851.1037,1281042.146,200,28.9,3.7,0,0.462,26,0.008326154,36.59313412
769,11,Wetland,Wetland6_City_Condo,Large-sized,325846.1183,1281042.528,205,29,3.6,0,0.455,26,0.008326154,41.1588368
770,11,Wetland,Wetland6_City_Condo,Large-sized,325841.133,1281042.91,210,29.2,3.4,0,0.478,26,0.008326154,45.72444531
771,11,Wetland,Wetland6_City_Condo,Large-sized,325836.1476,1281043.292,215,29.4,3.2,0,0.468,26,0.008326154,50.29014799
772,11,Wetland,Wetland6_City_Condo,Large-sized,325831.1622,1281043.673,220,29.5,3.1,0,0.474,26,0.008326154,54.85618737
773,11,Wetland,Wetland6_City_Condo,Large-sized,325826.1768,1281044.055,225,29.5,3.1,0,0.462,26,0.008326154,59.42189004
774,11,Wetland,Wetland6_City_Condo,Large-sized,325821.1914,1281044.437,230,29.6,3,0,0.61,26,0.008326154,63.98759272
775,11,Wetland,Wetland6_City_Condo,Large-sized,325816.206,1281044.819,235,29.7,2.9,0,0.965,26,0.008326154,68.5532954
776,11,Wetland,Wetland6_City_Condo,Large-sized,325811.2206,1281045.201,240,29.7,2.9,0,0.799,26,0.008326154,72.91898426
777,11,Wetland,Wetland6_City_Condo,Large-sized,325806.2352,1281045.583,245,29.8,2.8,0,0.598,26,0.008326154,76.61564858
778,11,Wetland,Wetland6_City_Condo,Large-sized,325801.2498,1281045.965,250,29.9,2.7,0,0.498,26,0.008326154,80.45332327
779,11,Wetland,Wetland6_City_Condo,Large-sized,325796.2644,1281046.346,255,29.9,2.7,0,0.468,26,0.008326154,84.41212249
780,11,Wetland,Wetland6_City_Condo,Large-sized,325791.2929,1281045.814,260,30,2.6,0,0.462,26,0.008326154,87.89334552
781,11,Wetland,Wetland6_City_Condo,Large-sized,325786.3213,1281045.281,265,30.1,2.5,0,0.463,26,0.008326154,90.67919751
782,11,Wetland,Wetland6_City_Condo,Large-sized,325781.3497,1281044.749,270,30.2,2.4,0,0.441,26,0.008326154,88.34560452
